_id,YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
163,2554,ภาคเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,171,บาท,สำนักงานสถิติแห่งชาติ
164,2554,ภาคเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,2376,บาท,สำนักงานสถิติแห่งชาติ
165,2554,ภาคเหนือ,นอกเขตเทศบาล,การศึกษา,127,บาท,สำนักงานสถิติแห่งชาติ
166,2554,ภาคเหนือ,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,190,บาท,สำนักงานสถิติแห่งชาติ
167,2554,ภาคเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,193,บาท,สำนักงานสถิติแห่งชาติ
168,2554,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1385,บาท,สำนักงานสถิติแห่งชาติ
169,2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,14375,บาท,สำนักงานสถิติแห่งชาติ
170,2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,12825,บาท,สำนักงานสถิติแห่งชาติ
171,2554,ภาคตะวันออกเฉียงเหนือ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5482,บาท,สำนักงานสถิติแห่งชาติ
172,2554,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,72,บาท,สำนักงานสถิติแห่งชาติ
173,2554,ภาคตะวันออกเฉียงเหนือ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,68,บาท,สำนักงานสถิติแห่งชาติ
174,2554,ภาคตะวันออกเฉียงเหนือ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2556,บาท,สำนักงานสถิติแห่งชาติ
175,2554,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,359,บาท,สำนักงานสถิติแห่งชาติ
176,2554,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,456,บาท,สำนักงานสถิติแห่งชาติ
177,2554,ภาคตะวันออกเฉียงเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,169,บาท,สำนักงานสถิติแห่งชาติ
